richiesta_id,cliente_id,fornitore_id,operatore_id,data_ora,categoria_servizio,zona,importo,tempo_erogazione_min,stato
36,513,111,438,2026-01-27 16:57:00,Caldaie,Bologna,295.05,33,completata
37,184,199,36,2026-07-21 17:57:00,Elettricista,Torino,81.27,256,in_ritardo
38,168,22,449,2026-02-02 17:28:00,Giardinaggio e Irrigazione,Bologna,150.24,292,in_ritardo
39,524,275,370,2026-02-20 15:02:00,Caldaie,Torino,533.08,,in_corso
40,154,218,408,2026-02-22 17:03:00,Imbianchino,Bologna,402.82,66,completata
41,186,204,20,2026-01-30 11:00:00,Climatizzazione,Bologna,238.87,,in_corso
42,511,426,385,2025-12-03 15:15:00,Elettricista,Milano,118.94,40,completata
43,7,145,12,2026-04-05 17:35:00,Giardinaggio e Irrigazione,Milano,61.42,113,completata
44,358,312,163,2025-12-19 09:42:00,Falegnameria,Roma,372.13,43,completata
45,427,475,122,2026-03-02 11:39:00,Climatizzazione,Napoli,436.85,238,in_ritardo
46,369,146,121,2025-12-19 11:20:00,Imbianchino,Torino,398.55,,in_corso
47,564,230,323,2026-01-02 17:55:00,Elettricista,Torino,132.06,143,in_ritardo
48,60,218,276,2026-01-23 16:05:00,Imbianchino,Bologna,335.71,63,completata
49,539,380,433,2026-05-31 15:33:00,Giardinaggio e Irrigazione,Torino,0.0,,annullata
50,239,60,148,2026-04-28 08:07:00,Idraulica,Napoli,207.91,82,completata
51,47,250,196,2026-05-20 17:13:00,Idraulica,Napoli,93.43,69,completata
52,308,197,293,2026-08-17 09:07:00,Climatizzazione,Napoli,0.0,,annullata
53,30,38,498,2026-02-27 18:30:00,Caldaie,Milano,150.59,110,completata
54,472,267,373,2026-05-21 15:59:00,Giardinaggio e Irrigazione,Milano,153.24,101,completata
55,549,309,75,2025-12-10 17:21:00,Caldaie,Napoli,584.2,137,completata
56,32,75,82,2026-05-23 10:36:00,Climatizzazione,Napoli,397.19,,in_corso
57,316,98,200,2026-05-11 12:26:00,Idraulica,Bologna,134.9,57,completata
58,538,98,58,2026-05-04 11:50:00,Idraulica,Bologna,133.19,132,completata
59,495,164,336,2026-08-14 11:59:00,Falegnameria,Napoli,100.15,,in_corso
60,101,165,15,2026-08-22 17:02:00,Falegnameria,Roma,158.84,117,completata
61,90,397,289,2026-05-20 09:06:00,Falegnameria,Bologna,57.87,,in_corso
62,320,224,467,2026-03-18 10:18:00,Elettricista,Roma,116.61,64,completata
63,153,86,274,2026-02-19 09:39:00,Falegnameria,Milano,0.0,,annullata
64,327,61,170,2026-04-17 12:36:00,Elettricista,Bologna,148.45,99,completata
65,455,191,240,2025-12-26 15:57:00,Caldaie,Napoli,107.98,80,completata
66,184,427,50,2026-07-17 11:21:00,Giardinaggio e Irrigazione,Torino,195.53,,in_corso
67,477,336,314,2026-02-06 17:29:00,Idraulica,Napoli,138.81,48,completata
68,265,197,334,2026-06-05 17:58:00,Climatizzazione,Napoli,250.13,90,completata
69,116,450,187,2026-05-29 10:18:00,Giardinaggio e Irrigazione,Roma,116.35,134,completata
70,110,405,347,2026-05-15 11:34:00,Imbianchino,Torino,180.2,100,completata
71,163,262,309,2026-08-04 11:13:00,Giardinaggio e Irrigazione,Bologna,163.33,102,completata
72,351,471,39,2026-03-31 17:04:00,Giardinaggio e Irrigazione,Milano,130.67,71,completata
73,569,33,353,2026-01-19 10:19:00,Caldaie,Roma,136.55,,in_corso
74,389,469,464,2026-05-15 09:13:00,Giardinaggio e Irrigazione,Bologna,183.55,297,in_ritardo
75,1,302,78,2026-02-14 11:24:00,Climatizzazione,Torino,140.21,68,completata
76,584,275,64,2026-05-05 14:45:00,Caldaie,Torino,0.0,,annullata
77,523,30,169,2026-06-25 12:03:00,Imbianchino,Bologna,375.41,,in_corso
78,368,297,367,2026-01-26 08:15:00,Imbianchino,Bologna,213.61,81,completata
79,391,198,321,2026-07-10 15:08:00,Elettricista,Torino,190.39,66,completata
80,129,411,260,2026-02-06 10:46:00,Caldaie,Torino,586.99,40,completata
81,141,270,405,2026-07-01 20:44:00,Climatizzazione,Milano,0.0,,annullata
82,435,359,487,2026-07-17 15:38:00,Idraulica,Milano,193.49,218,in_ritardo
83,276,12,345,2026-06-29 17:23:00,Idraulica,Milano,141.49,44,completata
84,595,299,480,2026-08-04 09:09:00,Climatizzazione,Milano,443.63,,in_corso
85,287,138,411,2026-07-27 16:56:00,Climatizzazione,Napoli,305.96,261,in_ritardo
86,80,110,511,2026-05-09 16:49:00,Idraulica,Roma,0.0,,annullata
87,340,433,435,2026-07-03 12:18:00,Elettricista,Milano,173.64,290,in_ritardo
88,578,49,287,2026-04-13 15:37:00,Idraulica,Roma,0.0,,annullata
89,28,257,57,2026-04-24 09:54:00,Giardinaggio e Irrigazione,Milano,134.69,139,completata
90,264,111,462,2025-12-08 17:11:00,Caldaie,Bologna,272.28,63,completata
91,242,50,106,2026-08-06 16:55:00,Idraulica,Napoli,165.06,,in_corso
92,158,276,343,2026-08-11 14:49:00,Imbianchino,Roma,384.92,56,completata
93,592,10,149,2026-05-26 11:48:00,Giardinaggio e Irrigazione,Torino,108.88,68,completata
94,488,296,380,2026-08-28 15:30:00,Elettricista,Milano,37.19,,in_corso
95,460,265,200,2026-06-14 18:02:00,Idraulica,Bologna,240.8,108,completata
96,280,270,356,2026-05-21 09:16:00,Climatizzazione,Milano,361.53,151,in_ritardo
97,200,1,496,2026-08-24 17:11:00,Imbianchino,Napoli,83.56,31,completata
98,422,429,225,2026-01-20 17:28:00,Elettricista,Roma,81.6,33,completata
99,95,470,133,2025-12-30 18:57:00,Caldaie,Bologna,448.2,41,completata
100,134,101,136,2026-06-11 17:36:00,Giardinaggio e Irrigazione,Roma,148.26,67,completata
101,479,238,249,2026-01-08 11:49:00,Imbianchino,Bologna,148.03,65,completata
102,64,403,52,2026-06-12 12:52:00,Elettricista,Napoli,125.97,108,completata
103,403,240,184,2026-03-02 09:09:00,Falegnameria,Napoli,264.89,146,completata
104,453,200,8,2026-04-10 16:46:00,Elettricista,Milano,200.85,113,completata
105,1,394,1,2025-12-20 17:21:00,Caldaie,Torino,348.0,,in_corso
106,503,285,268,2026-07-31 20:51:00,Climatizzazione,Bologna,61.29,299,in_ritardo
107,494,327,62,2026-01-30 13:21:00,Caldaie,Torino,408.78,113,in_ritardo
108,375,185,483,2026-08-31 13:05:00,Giardinaggio e Irrigazione,Napoli,0.0,,annullata
109,41,36,484,2026-06-15 11:44:00,Imbianchino,Napoli,369.31,40,completata
110,449,175,52,2026-03-06 17:37:00,Elettricista,Napoli,181.66,168,in_ritardo
111,512,3,12,2026-08-31 20:28:00,Giardinaggio e Irrigazione,Milano,87.68,130,completata
112,44,361,480,2026-06-26 17:42:00,Climatizzazione,Milano,400.96,124,completata
113,594,342,46,2026-03-30 08:47:00,Idraulica,Roma,0.0,,annullata
114,47,336,105,2026-04-04 10:40:00,Idraulica,Napoli,135.8,136,completata
115,66,88,295,2026-01-23 16:14:00,Idraulica,Milano,110.84,,in_corso
116,412,288,210,2026-05-15 16:08:00,Elettricista,Torino,0.0,,annullata
117,178,148,492,2026-05-21 11:09:00,Giardinaggio e Irrigazione,Napoli,92.89,86,completata
118,250,73,7,2025-12-19 18:39:00,Imbianchino,Roma,449.44,30,completata
119,8,181,341,2026-03-02 19:41:00,Falegnameria,Milano,292.73,,in_corso
120,488,284,274,2026-02-03 17:17:00,Falegnameria,Milano,0.0,,annullata
121,39,369,176,2026-03-03 17:05:00,Climatizzazione,Milano,195.66,101,completata
122,242,378,154,2026-03-09 16:06:00,Climatizzazione,Napoli,241.04,258,in_ritardo
123,214,440,415,2026-04-21 09:50:00,Idraulica,Bologna,144.48,115,completata
124,45,447,384,2025-12-28 15:16:00,Elettricista,Milano,43.01,103,in_ritardo
125,551,71,395,2026-02-27 16:07:00,Idraulica,Roma,164.47,83,completata
126,204,189,151,2026-05-15 10:06:00,Elettricista,Milano,104.47,39,completata
127,483,255,360,2026-08-06 15:09:00,Elettricista,Torino,67.94,47,completata
128,469,9,389,2026-03-10 11:12:00,Imbianchino,Roma,105.05,44,completata
129,477,331,24,2026-07-23 11:14:00,Giardinaggio e Irrigazione,Napoli,164.22,246,in_ritardo
130,175,377,302,2026-03-27 15:55:00,Caldaie,Roma,515.23,31,completata
131,439,391,476,2026-04-06 15:37:00,Elettricista,Torino,0.0,,annullata
132,6,401,13,2026-07-02 08:30:00,Climatizzazione,Torino,226.02,91,completata
133,101,388,444,2026-07-20 09:35:00,Climatizzazione,Roma,430.47,75,completata
134,303,103,102,2026-04-02 09:01:00,Imbianchino,Roma,375.39,,in_corso
135,585,100,315,2025-12-13 10:55:00,Caldaie,Milano,405.94,252,in_ritardo
136,2,164,459,2026-01-06 17:21:00,Falegnameria,Napoli,313.51,246,in_ritardo
137,556,427,45,2026-03-17 09:39:00,Giardinaggio e Irrigazione,Torino,117.51,183,in_ritardo
138,53,373,144,2026-01-26 15:39:00,Idraulica,Napoli,176.12,107,in_ritardo
139,575,449,513,2026-03-13 16:07:00,Climatizzazione,Torino,399.74,143,in_ritardo
140,231,234,25,2026-05-14 11:32:00,Climatizzazione,Milano,84.71,87,completata
141,498,374,288,2026-08-14 09:30:00,Climatizzazione,Roma,236.27,132,completata
142,68,176,235,2026-03-07 09:25:00,Giardinaggio e Irrigazione,Bologna,48.59,44,completata
143,152,7,299,2026-08-12 10:33:00,Giardinaggio e Irrigazione,Bologna,100.81,228,in_ritardo
144,136,204,268,2026-07-31 15:47:00,Climatizzazione,Bologna,84.55,,in_corso
145,238,313,391,2026-08-24 15:37:00,Imbianchino,Milano,329.21,225,in_ritardo
146,562,203,199,2026-07-16 16:08:00,Giardinaggio e Irrigazione,Roma,164.18,91,completata
147,381,345,152,2026-04-27 08:09:00,Imbianchino,Napoli,339.82,121,completata
148,549,148,24,2026-04-24 17:44:00,Giardinaggio e Irrigazione,Napoli,70.44,70,completata
149,589,453,49,2026-02-03 11:11:00,Elettricista,Napoli,158.13,48,completata
150,382,266,433,2026-07-17 11:07:00,Giardinaggio e Irrigazione,Torino,160.65,148,completata
151,328,326,361,2026-02-18 17:34:00,Caldaie,Roma,446.83,144,completata
152,297,393,466,2026-02-14 15:21:00,Caldaie,Napoli,100.84,231,in_ritardo
153,120,167,71,2026-05-07 16:53:00,Elettricista,Milano,0.0,,annullata
154,200,446,96,2026-08-27 11:12:00,Idraulica,Napoli,244.93,54,completata
155,503,222,309,2026-05-12 16:03:00,Giardinaggio e Irrigazione,Bologna,55.15,,in_corso
156,438,130,372,2026-06-08 09:18:00,Imbianchino,Torino,447.21,57,completata
157,455,225,492,2026-07-01 12:10:00,Giardinaggio e Irrigazione,Napoli,182.39,136,completata
158,89,215,91,2026-02-12 15:55:00,Falegnameria,Napoli,0.0,,annullata
159,385,53,452,2026-01-15 17:58:00,Elettricista,Napoli,166.4,,in_corso
160,141,11,279,2026-03-13 15:18:00,Falegnameria,Milano,342.1,93,completata
161,573,444,463,2026-07-24 10:16:00,Elettricista,Napoli,57.97,163,in_ritardo
162,428,93,306,2026-03-02 17:41:00,Elettricista,Torino,126.21,106,completata
163,371,475,82,2026-08-04 11:40:00,Climatizzazione,Napoli,205.55,237,in_ritardo
164,18,148,146,2026-04-10 11:29:00,Giardinaggio e Irrigazione,Napoli,57.76,76,completata
165,430,131,505,2026-06-01 11:33:00,Climatizzazione,Torino,135.59,136,in_ritardo
166,97,241,208,2026-02-24 11:52:00,Caldaie,Torino,436.43,182,in_ritardo
167,99,127,200,2026-08-31 10:00:00,Idraulica,Bologna,203.55,73,completata
168,167,372,512,2026-01-22 16:14:00,Caldaie,Torino,0.0,,annullata
169,545,5,302,2026-01-28 09:07:00,Caldaie,Roma,261.07,182,in_ritardo
170,143,227,195,2026-07-15 17:33:00,Climatizzazione,Bologna,336.86,125,completata
171,122,207,175,2026-03-24 17:09:00,Climatizzazione,Roma,141.84,84,completata
172,115,90,89,2026-01-09 15:48:00,Imbianchino,Roma,93.77,221,in_ritardo
173,61,342,46,2026-07-29 11:02:00,Idraulica,Roma,198.46,,in_corso
174,127,21,70,2026-03-16 10:11:00,Climatizzazione,Napoli,116.77,161,in_ritardo
175,594,162,481,2026-05-28 16:49:00,Giardinaggio e Irrigazione,Roma,126.94,134,completata
176,593,128,355,2025-12-08 17:12:00,Caldaie,Torino,82.25,115,in_ritardo
177,220,277,36,2026-08-16 17:37:00,Elettricista,Torino,68.46,78,completata
178,435,279,39,2026-03-20 15:07:00,Giardinaggio e Irrigazione,Milano,0.0,,annullata
179,140,44,124,2026-08-11 19:18:00,Climatizzazione,Bologna,187.97,79,completata
180,291,379,95,2026-07-22 11:43:00,Caldaie,Napoli,368.04,139,completata
181,439,275,127,2026-03-07 20:30:00,Caldaie,Torino,86.65,215,in_ritardo
182,108,408,105,2026-06-19 09:07:00,Idraulica,Napoli,195.7,38,completata
183,373,191,95,2026-03-12 16:54:00,Caldaie,Napoli,515.82,217,in_ritardo
184,286,405,347,2026-04-19 14:22:00,Imbianchino,Torino,0.0,,annullata
185,286,443,111,2026-02-14 11:31:00,Falegnameria,Torino,60.4,103,in_ritardo
186,70,263,48,2026-08-13 10:24:00,Climatizzazione,Torino,0.0,,annullata
187,99,269,194,2026-01-09 16:49:00,Falegnameria,Bologna,152.75,92,completata
188,517,404,46,2026-04-13 16:34:00,Idraulica,Roma,248.05,79,completata
189,461,69,317,2026-05-11 15:29:00,Idraulica,Milano,178.48,,in_corso
190,311,343,92,2026-02-23 10:19:00,Caldaie,Torino,375.8,114,completata
191,568,94,395,2026-07-29 10:32:00,Idraulica,Roma,164.12,108,completata
192,362,216,84,2026-04-24 09:08:00,Giardinaggio e Irrigazione,Roma,160.08,177,in_ritardo
193,390,444,252,2026-01-19 11:26:00,Elettricista,Napoli,80.81,169,in_ritardo
194,87,43,507,2026-01-03 10:01:00,Falegnameria,Napoli,280.22,102,completata
195,528,327,370,2026-07-03 16:01:00,Caldaie,Torino,0.0,,annullata
196,101,340,72,2026-08-07 11:31:00,Falegnameria,Roma,265.19,85,completata
197,207,162,383,2026-08-12 09:53:00,Giardinaggio e Irrigazione,Roma,75.08,103,completata
198,412,23,291,2026-03-26 09:45:00,Giardinaggio e Irrigazione,Torino,0.0,,annullata
199,544,358,383,2026-07-31 09:41:00,Giardinaggio e Irrigazione,Roma,0.0,,annullata
200,321,397,520,2026-03-13 11:39:00,Falegnameria,Bologna,113.21,110,completata
201,529,379,119,2026-03-06 10:42:00,Caldaie,Napoli,0.0,,annullata
202,445,74,198,2025-12-31 11:29:00,Idraulica,Bologna,217.27,70,completata
203,66,472,166,2026-03-15 11:41:00,Idraulica,Milano,125.23,49,completata
204,197,240,459,2025-12-15 11:29:00,Falegnameria,Napoli,276.42,55,completata
205,164,443,32,2026-04-17 11:42:00,Falegnameria,Torino,387.33,130,completata
206,21,29,304,2025-12-29 09:20:00,Climatizzazione,Napoli,409.74,258,in_ritardo
207,93,107,416,2026-06-22 19:53:00,Idraulica,Torino,194.24,96,completata
208,595,369,474,2026-08-26 09:15:00,Climatizzazione,Milano,182.23,,in_corso
209,599,162,187,2026-06-18 19:15:00,Giardinaggio e Irrigazione,Roma,48.16,65,completata
210,451,19,250,2026-06-26 15:34:00,Imbianchino,Roma,309.21,117,completata
211,253,253,249,2026-04-22 10:23:00,Imbianchino,Bologna,0.0,,annullata
212,36,151,322,2025-12-28 11:16:00,Falegnameria,Bologna,366.1,121,in_ritardo
213,548,225,76,2026-04-01 14:00:00,Giardinaggio e Irrigazione,Napoli,81.15,,in_corso
214,242,478,447,2026-05-01 15:40:00,Elettricista,Napoli,181.02,140,completata
215,83,467,69,2026-08-07 11:45:00,Falegnameria,Bologna,338.54,156,in_ritardo
216,519,429,3,2026-01-02 16:47:00,Elettricista,Roma,175.97,254,in_ritardo
217,189,290,280,2026-07-16 10:00:00,Imbianchino,Milano,321.84,50,completata
218,256,179,395,2026-08-22 18:48:00,Idraulica,Roma,206.45,87,completata
219,490,93,323,2026-02-06 11:51:00,Elettricista,Torino,103.01,142,completata
220,387,332,478,2026-03-25 09:59:00,Falegnameria,Milano,130.05,89,completata
221,204,324,485,2026-04-14 10:03:00,Imbianchino,Milano,189.27,77,completata
222,175,333,489,2026-01-30 16:27:00,Caldaie,Roma,430.28,58,completata
223,209,266,108,2026-03-08 12:18:00,Giardinaggio e Irrigazione,Torino,103.32,106,completata
224,221,460,61,2026-04-24 11:26:00,Elettricista,Roma,40.32,60,completata
225,462,40,391,2026-04-07 17:41:00,Imbianchino,Milano,135.95,118,completata
226,408,203,126,2026-03-19 19:27:00,Giardinaggio e Irrigazione,Roma,46.2,36,completata
227,341,474,508,2026-03-31 11:38:00,Caldaie,Milano,469.09,30,completata
228,260,416,112,2026-08-16 15:42:00,Imbianchino,Napoli,323.8,51,completata
229,516,424,319,2026-08-10 15:08:00,Idraulica,Torino,69.78,70,completata
230,46,146,297,2026-02-04 11:47:00,Imbianchino,Torino,459.17,108,completata
231,271,78,458,2026-08-21 13:47:00,Caldaie,Milano,523.58,252,in_ritardo
232,451,73,343,2025-12-26 10:02:00,Imbianchino,Roma,263.3,35,completata
233,453,86,490,2026-06-01 16:31:00,Falegnameria,Milano,353.41,74,completata
234,96,164,184,2026-03-15 10:47:00,Falegnameria,Napoli,254.24,97,completata
235,585,15,215,2026-03-03 09:15:00,Giardinaggio e Irrigazione,Milano,34.41,264,in_ritardo
236,125,40,100,2026-06-19 09:53:00,Imbianchino,Milano,273.3,258,in_ritardo
237,492,272,63,2026-07-21 11:38:00,Climatizzazione,Roma,315.91,71,completata
238,583,279,465,2026-02-05 09:51:00,Giardinaggio e Irrigazione,Milano,39.44,100,completata
239,391,169,103,2026-01-16 15:05:00,Idraulica,Torino,121.59,66,completata
240,158,473,353,2026-01-30 19:51:00,Caldaie,Roma,148.27,114,in_ritardo
241,377,261,448,2026-08-20 15:56:00,Imbianchino,Napoli,332.14,126,completata
242,433,368,314,2026-06-07 15:05:00,Idraulica,Napoli,182.05,265,in_ritardo
243,159,446,269,2026-08-11 17:33:00,Idraulica,Napoli,56.63,,in_corso
244,490,198,306,2026-05-01 11:53:00,Elettricista,Torino,0.0,,annullata
245,79,146,442,2025-12-24 16:27:00,Imbianchino,Torino,382.53,,in_corso
246,260,446,144,2026-05-29 16:01:00,Idraulica,Napoli,205.1,,in_corso
247,403,453,452,2025-12-24 17:19:00,Elettricista,Napoli,175.11,109,completata
248,272,433,435,2026-05-24 10:13:00,Elettricista,Milano,82.97,117,in_ritardo
249,445,409,415,2026-08-31 15:07:00,Idraulica,Bologna,136.63,141,completata
250,499,449,486,2026-05-05 16:23:00,Climatizzazione,Torino,373.81,46,completata
251,139,5,132,2025-12-08 09:44:00,Caldaie,Roma,330.18,113,completata
252,248,446,106,2026-07-12 16:12:00,Idraulica,Napoli,139.54,44,completata
253,171,355,485,2026-02-17 15:31:00,Imbianchino,Milano,181.9,102,completata
254,402,353,394,2025-12-26 17:27:00,Caldaie,Bologna,99.25,92,completata
255,526,321,393,2026-08-07 09:33:00,Idraulica,Torino,53.34,196,in_ritardo
256,485,146,37,2026-01-29 17:22:00,Imbianchino,Torino,147.76,139,in_ritardo
257,481,443,237,2026-05-26 16:14:00,Falegnameria,Torino,372.61,,in_corso
258,480,146,442,2026-02-06 19:45:00,Imbianchino,Torino,354.05,131,completata
259,484,78,138,2026-02-21 17:05:00,Caldaie,Milano,0.0,,annullata
260,504,412,49,2026-01-21 15:19:00,Elettricista,Napoli,219.86,142,completata
261,268,358,107,2026-06-01 10:52:00,Giardinaggio e Irrigazione,Roma,167.16,85,completata
262,117,224,467,2026-03-27 10:31:00,Elettricista,Roma,100.72,128,completata
263,571,443,59,2026-04-16 19:55:00,Falegnameria,Torino,297.24,132,completata
264,469,434,88,2026-01-26 20:39:00,Climatizzazione,Roma,381.21,94,completata
265,108,261,509,2026-02-24 10:58:00,Imbianchino,Napoli,0.0,,annullata
266,511,64,179,2026-01-20 11:21:00,Caldaie,Milano,308.34,128,completata
267,7,183,236,2026-04-05 11:32:00,Idraulica,Milano,190.19,76,completata
268,252,128,260,2026-02-16 16:26:00,Caldaie,Torino,294.97,144,completata
269,470,8,431,2026-08-22 09:28:00,Idraulica,Milano,209.31,40,completata
270,347,431,17,2026-05-11 10:27:00,Idraulica,Bologna,178.64,128,in_ritardo
271,589,314,76,2025-12-30 19:51:00,Giardinaggio e Irrigazione,Napoli,101.28,269,in_ritardo
272,567,103,375,2026-05-05 13:58:00,Imbianchino,Roma,336.37,119,completata
273,414,361,356,2026-07-17 16:39:00,Climatizzazione,Milano,332.01,,in_corso
274,415,236,111,2026-03-12 09:02:00,Falegnameria,Torino,0.0,,annullata
275,291,79,55,2026-03-20 16:19:00,Falegnameria,Napoli,59.76,,in_corso
276,553,191,434,2026-04-10 19:27:00,Caldaie,Napoli,111.17,63,completata
277,520,433,8,2026-05-29 09:28:00,Elettricista,Milano,118.83,133,completata
278,596,452,414,2026-08-31 11:22:00,Elettricista,Bologna,0.0,,annullata
279,144,461,167,2026-06-12 10:06:00,Imbianchino,Napoli,425.59,88,completata
280,101,71,395,2026-02-14 09:05:00,Idraulica,Roma,85.1,77,completata
281,539,130,387,2026-06-25 16:49:00,Imbianchino,Torino,289.51,86,completata
282,502,351,141,2026-07-02 10:32:00,Idraulica,Milano,0.0,,annullata
283,542,69,317,2026-01-30 15:30:00,Idraulica,Milano,117.56,107,completata
284,419,74,58,2026-01-26 16:18:00,Idraulica,Bologna,118.01,68,completata
285,302,330,56,2026-08-06 10:09:00,Climatizzazione,Napoli,425.36,143,completata
286,291,77,60,2026-03-20 08:07:00,Falegnameria,Napoli,0.0,,annullata
287,318,173,359,2026-07-20 20:24:00,Falegnameria,Roma,98.48,207,in_ritardo
288,461,352,227,2026-07-17 09:51:00,Climatizzazione,Milano,211.02,73,completata
289,554,31,201,2025-12-24 15:47:00,Elettricista,Napoli,0.0,,annullata
290,317,365,353,2026-02-02 09:12:00,Caldaie,Roma,0.0,,annullata
291,535,357,188,2026-03-07 09:07:00,Climatizzazione,Roma,435.33,130,completata
292,211,179,511,2026-04-05 17:28:00,Idraulica,Roma,0.0,,annullata
293,47,416,212,2026-08-09 15:11:00,Imbianchino,Napoli,240.44,44,completata
294,102,56,231,2026-02-25 10:16:00,Caldaie,Roma,575.13,133,in_ritardo
295,61,71,395,2026-05-15 12:24:00,Idraulica,Roma,227.53,78,completata
296,124,442,421,2025-12-26 17:15:00,Falegnameria,Milano,184.77,64,completata
297,63,146,442,2026-05-12 15:04:00,Imbianchino,Torino,178.17,64,completata
298,568,281,353,2026-01-21 16:41:00,Caldaie,Roma,291.51,138,completata
299,513,258,309,2026-03-15 16:10:00,Giardinaggio e Irrigazione,Bologna,0.0,,annullata
300,463,449,66,2025-12-22 15:53:00,Climatizzazione,Torino,60.21,64,completata
301,257,203,107,2026-06-13 11:37:00,Giardinaggio e Irrigazione,Roma,0.0,,annullata
302,577,129,440,2026-01-05 15:44:00,Idraulica,Torino,156.86,142,completata
303,443,243,423,2026-03-18 11:56:00,Climatizzazione,Milano,161.93,,in_corso
304,464,233,250,2026-04-17 13:13:00,Imbianchino,Roma,86.67,124,in_ritardo
305,3,364,453,2026-07-31 10:26:00,Climatizzazione,Milano,250.7,98,completata
306,84,309,461,2026-01-09 17:28:00,Caldaie,Napoli,0.0,,annullata
307,367,154,143,2026-06-17 17:00:00,Idraulica,Bologna,133.36,125,completata
308,21,413,283,2026-04-23 17:22:00,Elettricista,Napoli,184.56,59,completata
309,506,381,268,2026-06-04 15:57:00,Climatizzazione,Bologna,62.78,,in_corso
310,406,325,194,2026-01-26 17:32:00,Falegnameria,Bologna,0.0,,annullata
311,579,255,210,2026-02-27 09:08:00,Elettricista,Torino,197.99,290,in_ritardo
312,281,370,244,2026-03-09 08:44:00,Climatizzazione,Roma,325.47,30,completata
313,438,424,325,2025-12-27 15:17:00,Idraulica,Torino,0.0,,annullata
314,45,40,381,2026-03-25 15:34:00,Imbianchino,Milano,161.74,142,completata
315,586,166,185,2025-12-13 17:27:00,Caldaie,Torino,165.53,38,completata
316,100,159,217,2025-12-15 09:37:00,Caldaie,Milano,208.52,60,completata
317,349,377,302,2025-12-28 10:04:00,Caldaie,Roma,477.33,204,in_ritardo
318,593,321,479,2026-02-02 09:58:00,Idraulica,Torino,185.61,,in_corso
319,131,426,380,2026-01-01 15:03:00,Elettricista,Milano,47.17,104,in_ritardo
320,573,211,461,2025-12-26 09:39:00,Caldaie,Napoli,391.78,249,in_ritardo
321,11,131,257,2026-07-21 15:56:00,Climatizzazione,Torino,313.86,290,in_ritardo
322,27,18,499,2026-07-21 16:12:00,Idraulica,Bologna,0.0,,annullata
